videoId,channelId
z3UV_zeFyDU,UCnJvqOL7ePMHQAevAz9INWQ
-B7U6coh3AI,UClhhQKj1KsYZV_zh-OnBn8g
Il3rm2Qr858,UCAUwhXdNFeOIOzXB88y-K5g
oH3yi9hkCKg,UCfsH8_ZBtDhrT0j3mpDRwog
YMdHnur--r0,UCLC3kuN_2emyokGE4WStv6w
Davfa123qeo,UCBAjqbkJQCkFrKuMK7GQ89Q
lILSMPyaigA,UC0_uu6bj2w0HlDcdFVaOWAw
hiOTieWw-Yg,UCOEmHdCahmxIP1Zh_8Hfi1g
2w5-6jeq1rY,UCd3pjmyDikywk39-oqnlVeQ
Bd_HQdq-7wk,UCmLWo96AYTVjt8WgC7YMSnA
SrhSK_cUFYk,UCJiA5TSVNIvvH9DEbY4N1vQ
vbFGjtHZmvg,UCDPtYd7Ge472K3ucJ841goA
kSnjak8XEmo,UCtpHk3ivR2Qql-_2JMVB37Q
MCcO2OFEN6w,UCvKZwFuGEhiIt_UrQVNLGGw
a03O0-pU7xE,UCMUtk5Fui_900Qg6hAXvGNQ
cgyLsSMB3n0,UCwspScTrRvRPfxrVeHQo-vw
39cFdmWlpwE,UCUGCfw5Kjg6xrF6XFoKw-ww
FkFhM4g13v4,UCzYvfXNT67uM1--hSxgW4OQ
Mj6f4rn7hsE,UC_-gT7OYiRCK9Sp8SIv9WgQ
ZesvVLM_PUA,UCd2f6o3o1gPt_sYwSMQOklQ
feCG2zfzflo,UC3R-xanNgtoa8b7gpVexVlA
NmqxNljCAWs,UCfit4RTEY6D1C0Z3Pd6VWQQ
yYVpItYxbcg,UCONGE4P6t5zfWIJ1vuQllsQ
SYJP_Ij1_3I,UCqmnLUhZuFdAay2Y3bi0MIA
ITPv45yBCKA,UCTa6JUfYSSu-ELH4hlRdWpg
Dy-2HZNoDIE,UCax-4TdDh3oetlyh-GoL7UA
I_8gF_ortTQ,UCeR1SFp-rR_WJiZEGdXJowA
g6ULLWb-Ejw,UCqb5_wrNqGQqxpUibYddcWw
UpBQXB8cN6o,UCAUwhXdNFeOIOzXB88y-K5g
VvYs6l-ByVI,UCe82V1MLX7RMSx1L8oN-k9A
d74sOrWVuk8,UC_FLyJ4MBnus4HwKzeVd2-A
jfMxChODgis,UCJUfUBXXGwv7fe3LgbjxECg
eOez3xPe8wA,UC3mlSYQa297rnKIDS6f9-Hg
RDprXdyGaJs,UCt-WqkTyKK1_70U4bb4k4lQ
hpd5nYQLvb4,UCBayuhgYpKNbhJxfExYkPfA
N7Ofqx5hHWc,UCMCvgOfdJRuRLJx9E-s3-ow
nkalO6iBclY,UCXJkqn-Ipx7ZLtqTaymuBiA
6DHhWpRjUqU,UC4x5ZeAGz8Z_k0TzQO6fYIQ
s05cOOaj47c,UCtpHk3ivR2Qql-_2JMVB37Q
D5NyCm22seM,UCPrd4a9PifHgqWSB-2tqQsA
leU1kbtIZUI,UC1dooEzWDbYkUgQf3BYqngg
pcvQkVvWogA,UCAUwhXdNFeOIOzXB88y-K5g
96ZJ7UB-szw,UCl5KDK4KrZuPPK_SachWNDA
nPkjR3wpuW4,UCEcFn6tlj_WpZCBBouZ2VoA
yuQ3TllX42M,UCezuAUrhAcG_5h5USBkI90A
K4myfnsFCps,UCu0Gn50PSjozOgwgPVTBB4A
n9160fc4Kqg,UCey_c7U86mJGz1VJWH5CYPA
hgq-3PPA594,UCSIcyI6c9I57XehZ6Y5124Q
VVoW_jt6cfc,UCVHfskU4En3AHh4PrbJPx9A
_awX1nfWtng,UCXTAY9DlvBqMEXh1paOdmOg
Jpap9zDhx4A,UCVrvnobbNGGMsS5n2mJwfOg
LMYyWCK52-s,UCAkyy0if04sE9NXuzgBROmg
rBAvTl49KE0,UCiGWpX9oCmMu3hRUV_ZBvpg
ukAx2MAt3SM,UCj5ynfilfcB3I94ml6kVCzw
I8cys-EvrG4,UC4iXMN9fKAQQHUAE9JPCT9w
cqr1c_Is0so,UCX5uNpKyy9TU6f1tkCYn0LA
C3Nppe9yntw,UCnrO0wqhKpMYUt_wSeaIasw
_An5u2ex-is,UCFxr_KZd4LI-mHQNPb5OVLQ
t4fKckhB5OQ,UCIrW5ZZnd5oBXbvYIuXh6kg
h-RolJh9jRw,UCNZ3t1dMKJGl6-kV9BD5Lqg
PnLz_z6Hsqg,UC7qJ5u38mocePZ9C3-QfNCQ
9qHdPhkSSNQ,UCbFAtxprWSrQ4-L9ZLBWlCw
MHSwhe2lONU,UCg6YptNIyxBGknCN5ibneOg
SCq22HuGzmQ,UC4_yYsxsqO-xh-GCPnx3szA
R12AuzsSNro,UCZCkAcTRvNWAIQLem-AStqQ
UHfLPlTs-PY,UCt-WqkTyKK1_70U4bb4k4lQ
-s3Iu79fydc,UCuFFtHWoLl5fauMMD5Ww2jA
-6TPcBab32c,UCFArIt4LVAKaEEfYxEUiMBQ
3Tp9GT8tfgs,UC7mUVEonnSIp8RB31_DxXzA
7UX0lPftkp8,UCAUwhXdNFeOIOzXB88y-K5g
tgOLw8NLRp8,UC9dGqMAPJRpA7M0oSdgtQgg
8roCcpI4LWA,UCCu_g5uzsn3EpGKPHzd_Zhw
XAy6sYZ5GVQ,UCojNA7ZvnmGuIvYnm44wl3Q
d4KU3Eneaug,UC4pWzqCTmCRie58o8G6zfjQ
kPjskBpL5Rk,UCmFprJdbPd1jmpuEiIDuNkA
_33d1E8PYsc,UCfsH8_ZBtDhrT0j3mpDRwog
3Hpfr3bHs7E,UCNZ3t1dMKJGl6-kV9BD5Lqg
c3ZLkFUKEfk,UCLC3kuN_2emyokGE4WStv6w
BnDtZnJCpA0,UCKqe-CGEbLsz9SE-NULO3EA
NugGZGFwcTU,UCezuAUrhAcG_5h5USBkI90A
RsPxJod7AjI,UCgBVz3EzHYKpPS0BITvLRsg
CWpOODINn0Y,UCRn7SebvQ6P_LDwjLxKegng
Q_3lB10-9i4,UCcSeeATlWJJbXpOZRYOfaDg
1WKAEAgXkfg,UC2zND7VuQXE7MdbD68VnQ5w
bfy3A5O-Mf0,UCXJkqn-Ipx7ZLtqTaymuBiA
70rimIMjkDc,UCzcb4ITAr6TUPRl3B3xv0_Q
o31RrKw_cLg,UCePZZeOYB8slgGFv5VOpi1Q
UTAYE96XspU,UCV5hEOemT-y3o-5pd0QmauQ
Ols6WDWG0uc,UC867k1khA7QUsWVocef0-Lw
Q1lNKLhit8U,UCAUwhXdNFeOIOzXB88y-K5g
hFWL-qqt7ro,UCvN2kqDAGhH9M07gOohci4A
5QAPoDs-3OY,UCJmSX7ghommK3pwMLGNUvPA
6b86I0gM9BM,UCAUwhXdNFeOIOzXB88y-K5g
oaQfeN5ZY3E,UCV5hEOemT-y3o-5pd0QmauQ
IrCQXT1yZP4,UCcnScH4rR5EtNfy8eaxtY3Q
pJ48YvNq9Yk,UCOEvClYLRZcT5bNCCI5eMKg
L-jKdihXUeA,UC22X0A93QOB1RAK_d2dN0Yw
9C02-Rz_wZg,UCdg86T9ZoLO_gRGaS2Sp40Q
GQ6r8f9V1vE,UCqKvb19C8nac0F0G3t1Ubww
7IHebmJzCY0,UCk-aE_ofN6aKue_pRpsmSZQ
PtweZ9kKnKY,UCXJkqn-Ipx7ZLtqTaymuBiA
YEVAtBbaly4,UCt98PTFWXGV5J8uOTvCbV5A
D1Q5wK-riFI,UC4OGHCwtxyBbRojVbW-HXcg
vEcX6_Z965A,UCq1McBIjys-xtjBpLskfa8Q
FOt3oQ_k008,UCWEtnEiVwUy7mwFeshyAWLA
AbBiNcWL9E4,UCZdQjaSoLjIzFnWsDQOv4ww
yqwb4HIrORM,UCeC0IOo7i1P_61zVUWbJ4nw
79VVxkaDxIQ,UCkDwexrF43p_1QurfKFBCBA
HcKrQ_1JTwM,UCKzcVZX2xM_kiOFWuGg-Phw
olOYVEcF1M0,UCZdQjaSoLjIzFnWsDQOv4ww
SVX7k76Sd8c,UCwIThXjmw8eBlEfFZLgZ3-g
WrqEGcFrft4,UCkDwexrF43p_1QurfKFBCBA
9cakGJShgIQ,UCXbWsGV_cjG3gOsSnNJPVlg
tgCMsSqfR1A,UCwGLc9zirMhigiLCeIwWuqQ
hHq4UY2DdvA,UCvLc83k5o11EIF1lEo0VmuQ
nhY8h4k1Si8,UCkDwexrF43p_1QurfKFBCBA
1ACZoJ_-6Hc,UCZdQjaSoLjIzFnWsDQOv4ww
188nXnqbvE0,UCKzcVZX2xM_kiOFWuGg-Phw
yn2V-FELWg4,UCZdQjaSoLjIzFnWsDQOv4ww
MCAqGck0LDY,UCkDwexrF43p_1QurfKFBCBA
Zaca9G_KOEE,UCkHpXYj4icqUOkQZqkelyPg
iQzB5T_B_iI,UCQJ8dGinafM10rIOx5HZsjw
dSr1tl4Gsj8,UCvC6orAapK1PAj9k84mVohA
N3V48CeQYw8,UC9rRsBE2nFbnUSjtmv6Jq6w
RoODi1GtXMM,UCbAlVnKhbGLK78GsSemQXxw
l4OzLUd20Eo,UCvLc83k5o11EIF1lEo0VmuQ
wkI5cEa7AJ0,UCvLc83k5o11EIF1lEo0VmuQ
gnEgoGjlGXQ,UCwIThXjmw8eBlEfFZLgZ3-g
jOQnYvG8MJY,UC-RDC0OYkG0YvT9w34K2hug
qIBcmIF7c5c,UCZdQjaSoLjIzFnWsDQOv4ww
C6OpzsWusZ4,UCkDwexrF43p_1QurfKFBCBA
eCiaObdTnL4,UCvLc83k5o11EIF1lEo0VmuQ
DDmz9iqyeSU,UCajXeitgFL-rb5-gXI-aG8Q
zTeDwAUlxOw,UCRDgYztYctlZ5Z2dN9CW49w
iG97jhDmhis,UCvLc83k5o11EIF1lEo0VmuQ
5bNMlG9KB5c,UCvLc83k5o11EIF1lEo0VmuQ
yyYhZ9HH8cI,UCxxMUQyiGc1v54I9NhlhRBA
gNMoivM99No,UCZdQjaSoLjIzFnWsDQOv4ww
-GQggdSr1mQ,UCvJGfEEg7R04-ifkg_FFnaw
rh-TnPP5SW8,UCgAW5P0Xf4iOBAr4PSQ9oRQ
XdD3Qy5U2t0,UCTkYPfN1pzcWlvEqyr5Hvsw
mdC8NZqM0uw,UCkDwexrF43p_1QurfKFBCBA
dTu8OFJgqXk,UC28xdvm0cDF7ab47-W4U35g
TJMCQYoGnYA,UCwIThXjmw8eBlEfFZLgZ3-g
DAmWkitMyuE,UCkl0_R0LT6deoJjS4bNanmw
2j0pmhcHop8,UCozclIwRZ3onRvtr7bScdjg
lHkHE_X1p7s,UCvC6orAapK1PAj9k84mVohA
znknxYVrNDs,UClIKklzZCK7VQ3Rmbojvfyw
vhv86M-aYN8,UCXbWsGV_cjG3gOsSnNJPVlg
5aqUqUr7xRg,UCufHEFnppzpWZYSV4yC1Uaw
XrmIklpEi5Y,UCXEjpiYKr-hCbtqwC8RXwtg
2upYdyJz5Zs,UCaA3HWshxRnZQ5AAxPGZh8Q
8zsBaFTRprk,UCvLc83k5o11EIF1lEo0VmuQ
LLULTYqAo84,UCyuhFpTaqcVpI7wUmZ-IowQ
adSLmCrUkrM,UCZdQjaSoLjIzFnWsDQOv4ww
k1x5L9gQSG8,UCZdQjaSoLjIzFnWsDQOv4ww
JgfPDjajsVo,UCaA3HWshxRnZQ5AAxPGZh8Q
_velCpP4DOQ,UCZdQjaSoLjIzFnWsDQOv4ww
4o_AjpXRMI8,UCvLc83k5o11EIF1lEo0VmuQ
YwJpkFAqjCs,UCNoRj7Yitd8GviLtpnNBJsQ
3Ba7FPH5p8o,UC0-Pk_lgtV4FjxgURXT6nhg
T64HatTj7B8,UCkHpXYj4icqUOkQZqkelyPg
7khQNR7s1Ho,UCp_h1iJZspBm0XWIDXRM4uQ
Z_WrNdFARJs,UCNYlvlreZiRRHo_v5Nmrfow
HB2VtB-G-94,UCLYd5EnTTwUKhouIkHoqzMw
DK0wYCWEKNY,UCc4M-E6DFyvpQI8DcMDguCw
X75a0gM92fM,UCo1SVuhySkvvbMxWljBSY1g
Y9EKVtQQi4o,UCvJGfEEg7R04-ifkg_FFnaw
28TAdDu5L6U,UCS6qLhh5YBeL42HRMh3dc1A
sTP37JzppaQ,UCvLc83k5o11EIF1lEo0VmuQ
GdBsvVPES3g,UCzRAbRZ7ZExBLNzZsdZ5psw
yTU8Y_95-Lc,UClIKklzZCK7VQ3Rmbojvfyw
Wp-LqGqwcys,UCr9pCaMpbVNa6OHC4We2nTA
UlhR0zBFxZE,UCEf_Bc-KVd7onSeifS3py9g
S_8F74rGwCI,UCzpCiV_jWA7yDrnSWVvTZag
j-Y6ZX5CZHk,UC1AhmJjmLC-a126BREd4tgA
MOFWQbZYK7s,UCTl3QQTvqHFjurroKxexy2Q
WOczteURkeI,UCKzcVZX2xM_kiOFWuGg-Phw
6tuKeMnj-Qc,UCLYd5EnTTwUKhouIkHoqzMw
lattarTXuqM,UCzpCiV_jWA7yDrnSWVvTZag
RwNbW0NisEg,UCkl0_R0LT6deoJjS4bNanmw
qkoTiprjNI8,UCZdQjaSoLjIzFnWsDQOv4ww
T0pwJcjIHuQ,UCmcj0VkqIzQrOKWKofAnoAQ
lebJrTpVj_U,UCvJGfEEg7R04-ifkg_FFnaw
2n9fFTH917M,UCHuVOyiEV3mqhDQS_l45A4g
svSu91JScFQ,UCL6b0onHEONPTnUp1gBwBiQ
w8hY2jV-rbM,UC-RDC0OYkG0YvT9w34K2hug
5hVLq97Ai5o,UCa80ZoUUvKdOpuWN6khnWaA
b477nzyJum0,UC11-VXL4VL3PgyYn9FXE5-A
ZkHeztKuY3g,UCBoTun54dQmzQMTxWTdJ9Sg
kaaOTFOaho8,UC0-Pk_lgtV4FjxgURXT6nhg
VMkIuKXwmlU,UC6Mj_GNHQIy4CkwzaY6YKTA
1OlC1NngipM,UCa814zMs9fAK4GBpx1oE50A
fafFqrrpE5g,UCpePrK2JrKZe2YNC4UFj7cg
26B36Qbb_QI,UCyuhFpTaqcVpI7wUmZ-IowQ
Shz5oLbpiQI,UCo1SVuhySkvvbMxWljBSY1g
C4tGU8KXR5w,UCvC6orAapK1PAj9k84mVohA
g9ag92AEQvA,UCZdQjaSoLjIzFnWsDQOv4ww
ff1h64YoXL0,UCY2iT0WP2Awnf8WgMRzxhjA
KODv0Bf-nSQ,UCjDVBfqzzwe9TKcRGwuVKpg
JunU4K0Syuw,UC0-Pk_lgtV4FjxgURXT6nhg
fQZXz1qjwWc,UCPXe8kI9tnzWJ7-MsFRMQLg
uY0gRWGNNDs,UC-yXuc1__OzjwpsJPlxYUCQ
YZh7eEzJj1A,UCzpCiV_jWA7yDrnSWVvTZag
C7eKQj4IXZQ,UCs3WnQG-QeLq1ebfr0gBUhg
BVezgiA0SIM,UCCMGjQyz6ae96txsX07aoZw
UQGrW6i_49A,UCihBCFVwHKZT_jHc3Y3j8YA
tE6I5hJO5Lw,UCppHLnfjlZPpGg9_kD9_xSg
TwCuES9ZZ3Y,UCzpCiV_jWA7yDrnSWVvTZag
5uNFVYYx4R8,UCWEuc8WWF27NgRceefN0CUw
sUC7ub1zpHE,UCs3WnQG-QeLq1ebfr0gBUhg
V5ACZkBmJBw,UCkzdoaXSh_QOQeNf6_C9iPg
Aupw19QKVkk,UCZdQjaSoLjIzFnWsDQOv4ww
pnzB4pmIuYk,UCgTuYkvJf-yJI07SDcQmCag
B9xGWM7n0JA,UCmWvJq_UDJ-EP8CIeshsw_g
FgYV8Lvxw7s,UCajXeitgFL-rb5-gXI-aG8Q
ooIxHVXgLbc,UCAuUUnT6oDeKwE6v1NGQxug
7gBTj_GVsK8,UCwhpP_sNaMlUUd3MgD9Hgug
YSexcg7f4vU,UCwGLc9zirMhigiLCeIwWuqQ
G0jpMBTgLXw,UCU0uu3RheehLujtT-dSSDQg
TKm2FX9kKZ4,UCZdQjaSoLjIzFnWsDQOv4ww
EAr_nJumOMA,UCaA3HWshxRnZQ5AAxPGZh8Q
ECdtga_s5R0,UCwGLc9zirMhigiLCeIwWuqQ
YgpS6dQVHbg,UCPGQ0FBCid4pZVoFaxxlDPg
dFzHV8MLJt4,UClWGSLRrdIW0S4bxPo0C5cw
332UzWqnxBE,UCbg_UMjlHJg_19SZckaKajg
ssJdQIbYWrI,UCgd7ThMBCH3sR53BBH4q3LA
Y0qXoSP4VKk,UCK0q7HKQgy0PwlnVf49R02Q
t7zjHekV-MQ,UCZdQjaSoLjIzFnWsDQOv4ww
rjndLgIZnJw,UCD-1RJN8_wsetTTcwDS597Q
Lqzas2Xf32k,UC8aDtOjHZKv1zxEnViRE2Ew
GRLkwKWeBAQ,UCQ_7WQcdIaQpxuO-BPCfA_A
hQ-svmgOxqw,UCzilyaW0G4__qfUeqvXgYWw
yyvXdXUT5HU,UC-RhmDrxuxpXx96KsNVCrDw
CrfBh-Q41Aw,UCZdQjaSoLjIzFnWsDQOv4ww
tgIqecROs5M,UC7qn3NBI3XV7d8I3cvZeABw
75gJXphjh3o,UCQ-gCGOkqI6jNaiG2fmfuBQ
-B463Zj0TsQ,UCZdQjaSoLjIzFnWsDQOv4ww
rmWCkMxpQxo,UCblfuW_4rakIf2h6aqANefA
nESHR6yAPNY,UCT9U1fPkHj0mJjC4LWGH26g
nWhmLkOYDZM,UCvLc83k5o11EIF1lEo0VmuQ
cyVPBob9qvI,UCblfuW_4rakIf2h6aqANefA
3gPjMvTmE2g,UCC54yD14KMndrpRHmvZI1KA
3O4PZE3B2tA,UCbrEd81fnW37MwALKloU0ag
pt_cBw303x8,UCihBCFVwHKZT_jHc3Y3j8YA
NB1QeSro_gI,UCOmSr8TgHiPQ0nLyIj4aI5g
u5lp7Zkug3Y,UCiYMDMcWMfV0fUvEa5DUqcA
Bpbuqh12oj4,UCPrYBAqY7Id5xHPqAI6-jBA
iMLrbpwW71A,UCFpYkApD8uz0dc1tP87gOZA
WVNtegbdY4U,UC9LpTX_36Bwv7ButEB3dETw
34jZePnMQNQ,UCKLa9dZLXoGBu6e_TouM6lQ
ovyGr7q2T1g,UCxbViCBWaW2RLZLGcOdsxAw
rVNk3pnLJQg,UC28xdvm0cDF7ab47-W4U35g
O0V85gSGFZs,UCvLc83k5o11EIF1lEo0VmuQ
KxPvBCK-SHY,UCozclIwRZ3onRvtr7bScdjg
QetvK6ldl2s,UCAqa6dDmCH4XwipdfxoMo4Q
BI7bp7W-zjI,UCE-cZTeHXJBTtu3EZ_Yhc2w
BJprcq-J2c8,UCBo9TLJiZ5HI5CXFsCxOhmA
DkouAjobzac,UCwGLc9zirMhigiLCeIwWuqQ
eQv1k3CE6hI,UCwGLc9zirMhigiLCeIwWuqQ
XdPdzTsy6FU,UCirCLIJCkILDH63i6PXzc5g
OTvc-bEP35I,UC2-oHYGwgvi0k1H6eHxfVsg
xDRo2mhju_4,UCqo5kwzNaTtVi-5XV6IszCw
LrSoNICufBA,UCYMvQ8kW8WoKjtl99jUNa1Q
U6asymdXG_g,UC-QDSd5Uk_-zWCJ6rC2Xn1Q
bqRtXHuXvS4,UCdAPAmdnkdFsH5R2Hxevucg
TrNyAbRCFYU,UCiH0KpSuKTYCjxUkFFVJPVg
HMOxypk0wGs,UCZdQjaSoLjIzFnWsDQOv4ww
PE564oYl4Ds,UCSeF46LnE_WFiel91V6ZQKA
zm1HbkyWEvo,UC-QDSd5Uk_-zWCJ6rC2Xn1Q
C_XRWhS7978,UCddiUEpeqJcYeBxX1IVBKvQ
F9L7QAL5m5g,UCOfESRUR5duQ2hMnTQ4oqhA
7A7XJLhRVVE,UCd-kj8ShMRRDKrONtkjVRgg
Q-3pECPZwKg,UCLYd5EnTTwUKhouIkHoqzMw
fFWHlFZEm3M,UCkkLH0iFBTozmviH4jLkGOA
RPkH81M6-NE,UChy5dW4S_x8XOnoXyeLQLXQ
p6-WUWmV-fg,UCurbNJxCksuYV21s9x1ArTg
XQXQGdlyvpA,UCGzT99NYfYsXnb9u_qi2ctQ
J1CfT30RmU4,UCrILBI7SUyvBCeoJxFpJNhA
qJ_ro9srOSA,UCbOVeDrDumCeZnPBvKLuI6A
Myz7YV3W7po,UCw6LzupKVoEISXqgAKxdsRQ
45JBAYpKYg8,UCOstVrqNoRwmal3cmkIdEew
y0tojL2199I,UCcAqGV5xM9WFqPtGJCMnC9w
2cUht1rxnh4,UCAynktV0rVQkZzEh0mojnhg
9TcztyNlFx0,UChM6zBWDwUmWj02VWGk0YOA
JfdmbieNoDM,UCSG2rLXWSP-nG0jCMGoT3lg
glDzoZQq4co,UCadJNBGrzf55gVl8PvkoPlQ
gm1SYsLk94s,UCwGLc9zirMhigiLCeIwWuqQ
KR3OPMfeP48,UCmMD9zL1jv8DcE2PbkedupQ
SNa_gs-eYWw,UCpePrK2JrKZe2YNC4UFj7cg
HkmoQCgDXOM,UC0M0rxSz3IF0CsSour1iWmw
d6Peu07J8aY,UCZdQjaSoLjIzFnWsDQOv4ww
TRFRQXPtXTs,UChBPLQ-grLSkOMO12dadfmQ
hsjM02kS2ms,UCkDwexrF43p_1QurfKFBCBA
jQCMNXx8y6A,UC_W57vGmEzaQM3rqBAwukXA
FRoL-CpfbJ4,UCD32lcECDXD-Mz9rgvM03kg
8nTG9mdUwWM,UCwGLc9zirMhigiLCeIwWuqQ
AKJNowgoTKo,UChy5dW4S_x8XOnoXyeLQLXQ
HH4tUn5x2uI,UCme4zxIFhSlq-k_70-q3vXA
M2gCt5dkgWw,UCPshnM3Kj4VrHPjzSwm_78w
Pp5I7i5vu2Q,UCilEyCLYfUoovRyk0NwKbWQ
AkmbjpuxtqU,UCRCOCvfOkoqneyQCbNOUPwg
fakw-bS3ujI,UCVT1tPkR-fUVlO652EcO3ow
hqw1SDrsfEU,UC2ObyKO-GV-W0smZqBN_VWw
LLgbWMPI5l0,UC3myje3WNpf8DDCGHDchpYA
Om-z3iHg1sg,UC5-_eDrUCRVeE5_v5j8XKcw
kwWRseh6aAM,UCDmt74AP9RJpDQcdmhxZDPQ
cnZ34RsPtL4,UCq2rNse2XX4Rjzmldv9GqrQ
hRpfaKBnf9M,UChddyJly_6FLp9yQESBbzMw
OdbTK3kOMeI,UCz41tOnuaoz2BmnFrxDNpnA
DTL4GC53AFg,UCqhnX4jA0A5paNd1v-zEysw
nQhIowuCuSM,UC8ZQ6bcwA9gDc7JA2NxbCzw
EMCQYUMgdpI,UCH6Fc4eWjNMCvZ5lVd0F8Ig
q9i3qdoEEVU,UCtSg2tTnrHtyFDjklNLfI6Q
Oq6K1I30hN0,UC6G-P4Nrx90XcJYwH8BqAKA
TlbQ0xbbpOQ,UC1IVe2UqPY8pJeoRH1-CQDw
haAL0AfZKOw,UCgqv27jgBK134hSFX4mt5MA
oah1GWlZvTg,UCZkxq3V030FTmf1h3687_-A
yVz6UJ-A-g8,UCHaAuLTMN4DVNLstl5-vdOA
Xf_la2nmZnA,UCT7MRuJHuppn_2sTDNqoJgA
_wC0WT4DPBU,UCblfuW_4rakIf2h6aqANefA
XFiEPWmEOew,UCtcFmEDPjqIB0pUZJCJF2IQ
-fVTG8qZUeA,UCE1iYTfGLjpCMLLzZfDaXbg
ORNSOi1InuI,UC-WwIWOwRrsmaglFuz0yuqw
RLUZzkCwAAo,UCqhnX4jA0A5paNd1v-zEysw
VkQr8Ck5NHg,UC7JbYRB9Djh_JSfoEuMLTxw
6y_JNwORcAY,UCqhnX4jA0A5paNd1v-zEysw
ERobMYWjXok,UCn7Aza_I-ko5UmS4jXGD4yQ
Ao3N-xGKiYg,UCbFXW1NNzNJfefRSUzUpbUA
bN3ypKbvFIg,UCndgw1TLvbNBZJT2c6C2eUQ
aIDrJwSwkx0,UCPEh0K6QZ60nxFhJsQngOZg
SFpsG5t8J1w,UCzkaUnY6fIWIXzYSXBvLoLA
voK6oqGrHHU,UCQk6wsiaXgtkPiydZCrKApA
bRrJgY0tXuc,UCpOuKr96IXMQOEvXeq8vXqg
5sK67BZmipk,UCSwyEmdSGMzLRFVCwaKAYrQ
BddmYi-CM_U,UCajXeitgFL-rb5-gXI-aG8Q
VsWNq8ZvQzE,UCcxTKPM6zJ1jYCIEbfcGghw
58PSfoiklA4,UCh_y49Mzx7fHJQPLw7NBkhA
CH9NuAHIkTQ,UCRPCwRja1yCxJ_m709blFGg
quG1iBo8Gc8,UCEXbbmFPL2pPWVsWwBXGflQ
0q5SIrfhnr8,UCblfuW_4rakIf2h6aqANefA
gEv7dIYZsms,UClaDWkYvc7-a1mQ_CLWLErA
mAdOuGtievg,UCia138u728Sg3-xTswnUVew
WI3Nq-fjkXI,UC4UAsZcE8PKpV34S8VDJO5A
iTRwpgLRpEE,UCVrvnobbNGGMsS5n2mJwfOg
aFpdS-Nk1l4,UC1IVe2UqPY8pJeoRH1-CQDw
N6jYAYxSN4Y,UChSDtNALKTp04i3eS2f6kBQ
K5VEnbdiCkk,UC2XLrPeYgf0n1W2HG4XgXpA
HzOzuwpKF_I,UCsMMGmPRIT2sLLBjuBbzS_Q
YDTop4dZBYE,UCwNOXndYpcu537fn5gPmSdg
D4HRTOmEKpw,UCtU11OEtMrFhHRWk77HKMsQ
B5BqYM8xCmY,UCh6jjWtWY0qV1lusLWRFWZg
SSznWmXl-0A,UCdAeRRjq6vjnAkxatZVxxxg
Dv5I_07Gpmc,UCvUPpLwIbn-ouXGNXaTsUzw
L62faWn-sa8,UCNpgOS0OoIrG0JM-lc-P26w
C_CukSzts_Y,UCqvnnqbaqEMl7F0pZAMmeHA
IDyXBml4Ryw,UCvUPpLwIbn-ouXGNXaTsUzw
mhUHq33nqG4,UCIJ0lLcABPdYGp7pRMGccAQ
g2-67DhRxQE,UC_lM_-wLmDEAdOkZ-_LbZww
gWviKf6sFsE,UCEXbbmFPL2pPWVsWwBXGflQ
FNPwe93moXo,UCqhnX4jA0A5paNd1v-zEysw
piiXCY80y4I,UCblfuW_4rakIf2h6aqANefA
w_vTb4C253o,UCwr9cD0pVQKe09EdukB1tvA
xb7Ffgtj6sE,UCqkbFLZWmkvnAIVFSyZ5qGg
SArARhm47-M,UCEXbbmFPL2pPWVsWwBXGflQ
t3Mll3V-bI4,UC1IVe2UqPY8pJeoRH1-CQDw
gBKSW8KgvYM,UCux1kbhslOSt-jc4NVqYDTw
es3HtobimX0,UCIQStzc5XXu9eveL0bpG07A
NSUEt2T2Bq4,UCD3gKyff7qvRO-6yOaVvHhw
eIH48nsWPTs,UC7rBQa5VDbtLs35kRMMQ7ag
p857Dntnwqk,UCLi0t5pjVOKvH7EvbvP2CNQ
_c9jMEREYc4,UCnWHr8STW2E8TYIOHp4m25w
0SFaaMVHDg8,UC-0DCK8MyvRyOuOPLTcKZ6A
l8GlZBKLieo,UCASjdyu0y8XQ9qJnqxsKHnQ
bPqnhwzgD8s,UCsMMGmPRIT2sLLBjuBbzS_Q
pSeVHTKv9oE,UCqhnX4jA0A5paNd1v-zEysw
knpuBpZdmCA,UCnWHr8STW2E8TYIOHp4m25w
1OldzKb5EBQ,UCblfuW_4rakIf2h6aqANefA
K6qToXxo-u8,UCblfuW_4rakIf2h6aqANefA
nDwHikpgGvw,UC0ViNHUk3A6efIJS6U4jIIg
FBHPibpXsSI,UCvRpgeUCcwUz_99Ph-iCz7A
7c4PzV1oBjs,UCHaAuLTMN4DVNLstl5-vdOA
F5H_M9p13uo,UCqhnX4jA0A5paNd1v-zEysw
SiTZ1Co7PS8,UC8gOUGLHFwAVU0jdoArT45Q
A9JJCu8zVDU,UCckscCqsuC-Xt4cvPsY6OUw
VVBRml0m4rc,UCfFQZ4kQ5RkPqJBFDiYUlsA
hvZaWcgZVQc,UC2EVCdxqLucHjuholzNWJDA
T8WXZ-Ij_gU,UCXG7Ue4w2xdKJv6SP6C6bLQ
dtBHzpzyF0s,UClwZ3E1VMvySHEgOrkcpekw
IMK_WtC6k6c,UCHaAuLTMN4DVNLstl5-vdOA
CfJn1TfjXp4,UCliDtIt8xn6OdEqtsI65G-w
_3maXB76B2A,UCnWHr8STW2E8TYIOHp4m25w
